,SECTORID,SECTORNAME,STARTIC,ENDIC,LENGTH,LANENO,INTDIR,GROUPID,LANELENGTH,MODEL,CMSDESC,STATUS,TRAVELTIME,CAPACITY,START_X,START_Y,END_X,END_Y
360,L03420,北門路一段(青年路>衛民街),I0503,I0342,105,2,0,0,7,十字型,0,y,10,10,120.211651,22.991571,120.21173,22.992789000000002
361,L03424,北門路一段(民族路一段>衛民街),I0014,I0342,170,2,0,0,7,十字型,0,y,10,10,120.21183700000002,22.994525,120.21173,22.992789000000002
362,L03430,西門路一段(大成國中校門前>新興路),I0882,I0343,80,2,0,0,7,十字型,0,y,10,10,120.197694,22.978953,120.197705,22.979979999999998
363,L03614,西門路一段(西門路一段279巷>大成路二段),I0089,I0361,170,2,0,0,7,十字型,0,y,10,10,120.197736,22.976764000000003,120.19771999999999,22.975038
364,L03616,大成路一段(水交社路>西門路一段),I0949,I0361,245,2,0,0,7,十字型,0,y,10,10,120.200696,22.975031,120.19771999999999,22.975038
365,L03620,南門路(新都路>興中街),I0747,I0362,410,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.20373700000002,22.979518
366,L03624,南門路(健康路一段>興中街),I0488,I0362,165,2,0,0,7,十字型,0,y,10,10,120.20379799999999,22.981362,120.20373700000002,22.979518
367,L03631,中華南路二段(西門路一段>國民路),I0789,I0363,1295,2,0,0,7,十字型,0,y,10,10,120.19865,22.963789000000002,120.209826,22.969107
368,L03633,國民路(國民路217巷>中華南路二段),I0294,I0363,110,2,0,0,7,十字型,0,y,10,10,120.21096200000001,22.967868,120.209826,22.969107
369,L03635,中華南路二段(中華南路一段186巷>國民路),I0674,I0363,140,2,0,0,7,十字型,0,y,10,10,120.211345,22.970314000000002,120.209826,22.969107
370,L03637,國民路(國民路165巷>中華南路二段),I0293,I0363,260,2,0,0,7,十字型,0,y,10,10,120.21196,22.967435000000002,120.209826,22.969107
371,L03640,永成路(永成路三段461巷>大成路二段),I0767,I0364,75,2,0,0,7,十字型,0,y,10,10,120.195447,22.974234,120.19541000000001,22.974968
372,L03644,永成路(新興路>大成路二段),I0210,I0364,335,2,0,0,7,十字型,0,y,10,10,120.19519199999999,22.978185,120.19541000000001,22.974968
373,L03646,大成路二段(大成路2段29巷>永成路),I0802,I0364,95,2,0,0,7,十字型,0,y,10,10,120.196451,22.974998,120.19541000000001,22.974968
374,L03650,中華西路一段(新平路>新和路),I0350,I0365,270,2,0,0,7,十字型,0,y,10,10,120.18383600000001,22.964553,120.183834,22.9674
375,L03652,新和路(新樂路>中華西路一段),I0719,I0365,845,2,0,0,7,十字型,0,y,10,10,120.175299,22.967316,120.183834,22.9674
376,L03654,中華西路一段(新義路>新和路),I0085,I0365,290,2,0,0,7,十字型,0,y,10,10,120.18381699999999,22.970276000000002,120.183834,22.9674
377,L03660,大同路一段(五妃街>府連路),I0311,I0366,200,2,0,0,7,十字型,0,y,10,10,120.21138700000002,22.982492,120.211215,22.984829
378,L03663,開山路(樹林街二段>大同路一段),I0199,I0366,165,2,0,0,7,十字型,0,y,10,10,120.209926,22.986251,120.211215,22.984829
379,L03664,大同路一段(東門圓環>府連路),I0426,I0366,370,2,0,0,7,十字型,0,y,10,10,120.211482,22.988945,120.211215,22.984829
380,L03666,府連路(慶東街>大同路一段),I0333,I0366,415,2,0,0,7,十字型,0,y,10,10,120.215372,22.985134,120.211215,22.984829
381,L03670,西門路一段(永華路一段>和意路),I0469,I0367,105,2,0,0,7,十字型,0,y,10,10,120.19756699999999,22.987423,120.197576,22.988553
382,L03674,西門路二段(府前路二段>和意路),I0337,I0367,190,2,0,0,7,十字型,0,y,10,10,120.19783000000001,22.990539000000002,120.197576,22.988553
383,L03680,海佃路一段(文賢路>府安路六段),I0563,I0368,215,2,0,0,7,十字型,0,y,10,10,120.193224,23.018086,120.19248200000001,23.020216
384,L03684,海佃路一段(國安街>府安路六段),I0177,I0368,270,2,0,0,7,十字型,0,y,10,10,120.191947,23.022889000000003,120.19248200000001,23.020216
385,L03690,林森路二段(長榮路三段66巷>東寧路),I0444,I0369,200,2,0,0,7,十字型,0,y,10,10,120.223772,22.989160000000002,120.22448999999999,22.991118
386,L03692,東寧路(長榮路二段>林森路二段),I0144,I0369,250,2,0,0,7,十字型,0,y,10,10,120.22164199999999,22.992010999999998,120.22448999999999,22.991118
387,L03693,林森路二段(長榮路三段66巷>東寧路),I0273,I0369,145,2,0,0,7,十字型,0,y,10,10,120.22393600000001,22.992511,120.22448999999999,22.991118
388,L03696,東寧路(東寧路201巷>林森路二段),I0811,I0369,85,2,0,0,7,十字型,0,y,10,10,120.225558,22.990799,120.22448999999999,22.991118
389,L03700,林森路三段(東和路>小東路),I0551,I0370,200,2,0,0,7,十字型,0,y,10,10,120.22439399999999,22.998492000000002,120.224558,23.000557999999998
390,L03702,小東路(長榮路三段>林森路三段),I0599,I0370,185,2,0,0,7,十字型,0,y,10,10,120.22234099999999,23.000714000000002,120.224558,23.000557999999998
391,L03704,林森路三段(東豐路>小東路),I0371,I0370,155,2,0,0,7,十字型,0,y,10,10,120.224725,23.002523,120.224558,23.000557999999998
392,L03706,小東路(小東路147巷>林森路三段),I0097,I0370,190,2,0,0,7,十字型,0,y,10,10,120.22669599999999,23.000277,120.224558,23.000557999999998
393,L03710,林森路三段(小東路>東豐路),I0370,I0371,155,2,0,0,7,十字型,0,y,10,10,120.224558,23.000557999999998,120.224725,23.002523
394,L03712,東豐路(長榮路四段>林森路三段),I0329,I0371,195,2,0,0,7,十字型,0,y,10,10,120.222489,23.002829000000002,120.224725,23.002523
395,L03714,林森路三段(長榮路四段58巷>東豐路),I0413,I0371,70,2,0,0,7,十字型,0,y,10,10,120.22476599999999,23.00347,120.224725,23.002523
396,L03716,東豐路(東豐路490巷>林森路三段),I0327,I0371,310,2,0,0,7,十字型,0,y,10,10,120.22750500000001,23.001533,120.224725,23.002523
397,L03723,海佃路三段(本原街三段>仁安路),I0321,I0372,235,2,0,0,7,十字型,0,y,10,10,120.178349,23.053616,120.17470800000001,23.049113000000002
398,L03727,海佃路三段(安中路二段口>仁安路),I0568,I0372,625,2,0,0,7,十字型,0,y,10,10,120.18400700000001,23.047152,120.17470800000001,23.049113000000002
399,L03732,安中路四段(本田路三段>仁安路),I0875,I0373,305,2,0,0,7,十字型,0,y,10,10,120.17139099999999,23.049106,120.17990800000001,23.051781
400,L03736,安中路三段(海中街>仁安路),I0642,I0373,380,2,0,0,7,十字型,0,y,10,10,120.17873600000001,23.048299,120.17990800000001,23.051781
401,L03743,崇明路(林森路一段>崇明7街),I0147,I0374,350,2,0,0,7,十字型,0,y,10,10,120.216025,22.982177,120.218014,22.979236
402,L03747,崇明路(崇學路>崇明7街),I0383,I0374,280,2,0,0,7,十字型,0,y,10,10,120.22011,22.97769,120.218014,22.979236
403,L03750,崇德路(崇德14街>崇明14街),I0842,I0375,495,2,0,0,7,十字型,0,y,10,10,120.22749499999999,22.970684,120.226541,22.974741
404,L03753,崇德路(崇德4街>崇明14街),I0662,I0375,85,2,0,0,7,十字型,0,y,10,10,120.22429299999999,22.976244,120.226541,22.974741
405,L03761,西門路四段(文成一路>文成三路),I0149,I0376,210,2,0,0,7,十字型,0,y,10,10,120.209432,23.013548,120.210182,23.015467
406,L03765,西門路四段(北安路一段>文成三路),I0086,I0376,90,2,0,0,7,十字型,0,y,10,10,120.21071200000002,23.016372,120.210182,23.015467
407,L03770,文南路(健康路二段>長南街),I0151,I0377,110,2,0,0,7,十字型,0,y,10,10,120.189756,22.981768,120.189847,22.982947
408,L03774,文南路(建南路>長南街),I0447,I0377,215,2,0,0,7,十字型,0,y,10,10,120.190003,22.984998,120.189847,22.982947
409,L03780,華平路(永華路二段>平通路),I0451,I0378,245,2,0,0,7,十字型,0,y,10,10,120.175022,22.990615,120.175374,22.993064999999998
410,L03782,平通路(健康二街>華平路),I0001,I0378,100,2,0,0,7,十字型,0,y,10,10,120.174154,22.993232,120.175374,22.993064999999998
411,L03784,華平路(怡平路>平通路),L0664,L0378,45,2,0,0,7,十字型,0,y,10,10,0.0,0.0,0.0,0.0
412,L03792,民生路一段(忠義路二段>民生綠園),I0630,I0379,150,2,0,0,7,十字型,0,y,10,10,120.20308899999999,22.993363000000002,120.198621,22.992739999999998
413,L03800,中華南路二段(濱南路>中華西路一段2巷口),I0306,I0380,145,2,0,0,7,十字型,0,y,10,10,120.183862,22.961759,120.18386000000001,22.963256
414,L03804,中華西路一段(新平路>中華西路一段2巷),I0350,I0380,100,2,0,0,7,十字型,0,y,10,10,120.18383600000001,22.964553,120.18386000000001,22.963256
415,L04074,海佃路二段(海佃路二段150巷>大安街),I0408,I0407,130,2,0,0,7,十字型,0,y,10,10,120.190036,23.032651,120.19026399999998,23.031478
416,L04080,海佃路二段(大安街>海佃路二段150巷),I0407,I0408,130,2,0,0,7,十字型,0,y,10,10,120.19026399999998,23.031478,120.190036,23.032651
417,L04083,海佃路二段(海佃路>海佃路二段150巷),I0275,I0408,130,2,0,0,7,十字型,0,y,10,10,120.189319,23.034695000000003,120.190036,23.032651
418,L04091,中華東路二段(崇信路>東門路二段),I0356,I0409,210,2,0,0,7,十字型,0,y,10,10,120.227956,22.979435000000002,120.2294,22.981126999999997
419,L04093,東門路二段(東門路二段390巷>中華東路二段),I0523,I0409,185,2,0,0,7,十字型,0,y,10,10,120.22780800000001,22.982357,120.2294,22.981126999999997
420,L04095,中華東路二段(東門路3段11巷>東門路二段),I0256,I0409,130,2,0,0,7,十字型,0,y,10,10,120.230368,22.9822,120.2294,22.981126999999997
421,L04097,東門路二段(東門路三段37巷>中華東路二段),I0715,I0409,120,2,0,0,7,十字型,0,y,10,10,120.230572,22.980317000000003,120.2294,22.981126999999997
422,L04113,長溪街三段(公學路一段>長和路四段),I0465,I0411,160,2,0,0,7,十字型,0,y,10,10,120.19547800000001,23.069031,120.19666299999999,23.067769000000002
423,L04116,長和路四段(達安路>長溪街三段),I0464,I0411,1635,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.19666299999999,23.067769000000002
424,L04117,長溪街三段(台江大道>長和路四段),I1036,I0411,970,2,0,0,7,十字型,0,y,10,10,120.200645,23.059247,120.19666299999999,23.067769000000002
425,L04120,北安路(工明路>長和路三段),I0320,I0412,305,2,0,0,7,十字型,0,y,10,10,120.214033,23.060843,120.214256,23.063747
426,L04122,長和路三段(達安路>北安路四段),I0464,I0412,155,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.214256,23.063747
427,L04124,北安路(安和路六段>長和路三段),I0648,I0412,775,2,0,0,7,十字型,0,y,10,10,120.215387,23.071069,120.214256,23.063747
428,L04126,長和路三段(長和路三段>北安路四段),I0655,I0412,90,2,0,0,7,十字型,0,y,10,10,120.333602,22.958984,120.214256,23.063747
429,L04130,林森路三段(東豐路>長榮路四段58巷),I0371,I0413,70,2,0,0,7,十字型,0,y,10,10,120.224725,23.002523,120.22476599999999,23.00347
430,L04134,林森路三段(開南街>長榮路四段58巷),I0414,I0413,300,2,0,0,7,十字型,0,y,10,10,120.224551,23.006501,120.22476599999999,23.00347
431,L04140,林森路三段(長榮路四段58巷>開南街),I0413,I0414,300,2,0,0,7,十字型,0,y,10,10,120.22476599999999,23.00347,120.224551,23.006501
432,L04143,林森路三段(開元路>開南街),I0401,I0414,265,2,0,0,7,十字型,0,y,10,10,120.22318999999999,23.009038,120.224551,23.006501
433,L04152,東豐路(勝利路>東豐路227巷),I0328,I0415,195,2,0,0,7,十字型,0,y,10,10,120.21878400000001,23.003417000000002,120.22083,23.003109
434,L04156,東豐路(長榮路四段>東豐路227巷),I0329,I0415,155,2,0,0,7,十字型,0,y,10,10,120.222489,23.002829000000002,120.22083,23.003109
435,L04163,安明路二段(海環街281巷口>郡安路六段),I1066,I0416,1234,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.17414,23.023096
436,L04167,安明路一段(國安街>郡安路六段),I0948,I0416,620,2,0,0,7,十字型,0,y,10,10,120.178234,23.018629,120.17414,23.023096
437,L04170,中華東路一段(東平路>中華東路一段80巷),I0141,I0417,215,2,0,0,7,十字型,0,y,10,10,120.234306,22.994682,120.234545,22.996793
438,L04174,中華東路一段(小東路>中華東路一段80巷),I0114,I0417,155,2,0,0,7,十字型,0,y,10,10,120.234733,22.998448,120.234545,22.996793
439,L04182,民生路二段(海安路>國華街),I0068,I0418,120,2,0,0,7,十字型,0,y,10,10,120.196598,22.995331,120.19789399999999,22.994939000000002
440,L04186,民生路二段(西門路二段>國華街),I0495,I0418,120,2,0,0,7,十字型,0,y,10,10,120.199192,22.994526999999998,120.19789399999999,22.994939000000002
441,L28746,成功路(國華街->海安路),I0419,I2874,132,2,0,0,7,十字型,0,y,10,10,120.200047,23.000132,,
442,L04196,成功路(西門路二段>國華街),I0346,I0419,115,2,0,0,7,十字型,0,y,10,10,120.20131699999999,22.999712,120.200047,23.000132
443,L04202,民權路二段(海安路>國華街),I0028,I0420,120,2,0,0,7,十字型,0,y,10,10,120.197225,22.996885,120.198527,22.996445
444,L04206,民權路二段(西門路二段>國華街),I0336,I0420,100,2,0,0,7,十字型,0,y,10,10,120.19962199999999,22.996064,120.198527,22.996445
445,L04212,民族路二段(海安路>國華街),I0069,I0421,115,2,0,0,7,十字型,0,y,10,10,120.197778,22.998253,120.19908600000001,22.997788
446,L28736,民族路二段(永福路二段->赤崁街),I0498,I2873,48,2,0,0,7,十字型,0,y,10,10,120.20250700000001,22.996879,120.202013,22.997037
447,L04221,同安路(同安路262巷>安中路一段),I0109,I0422,295,2,0,0,7,十字型,0,y,10,10,120.19181200000001,23.041884,120.193476,23.044307999999997
448,L04223,安中路一段(怡安路>同安路),I0795,I0422,200,2,0,0,7,十字型,0,y,10,10,120.19126299999999,23.045637,120.193476,23.044307999999997
449,L04227,安中路一段(安中路一段699巷>同安路),I0888,I0422,325,2,0,0,7,十字型,0,y,10,10,120.19644,23.042545999999998,120.193476,23.044307999999997
450,L04230,西門路二段(民權路二段>民族路二段),I0336,I0423,95,2,0,0,7,十字型,0,y,10,10,120.19962199999999,22.996064,120.20028,22.997985
451,L04234,西門路二段(郡緯街>民族路二段),I0548,I0423,55,2,0,0,7,十字型,0,y,10,10,120.20061499999998,22.998585000000002,120.20028,22.997985
452,L04241,安北路(州平二街>大平路),I0090,I0424,180,2,0,0,7,十字型,0,y,10,10,120.15050900000001,22.998758,120.15293500000001,22.99977
453,L04245,安北路(安北路370巷口>大平路),I0883,I0424,167,2,0,0,7,十字型,0,y,10,10,120.15388899999999,23.000231,120.15293500000001,22.99977
454,L04260,大同路一段(府連路>東門圓環),I0366,I0426,370,2,0,0,7,十字型,0,y,10,10,120.211215,22.984829,120.211482,22.988945
455,L04262,府前路一段(萬昌街>東門圓環),I0484,I0426,110,2,0,0,7,十字型,0,y,10,10,120.20966399999999,22.988973,120.211482,22.988945
456,L04264,北門路一段(青年路>東門圓環),I0503,I0426,225,2,0,0,7,十字型,0,y,10,10,120.211651,22.991571,120.211482,22.988945
457,L04266,東門路一段(東門圓環>東榮街),I0427,I0426,325,2,0,0,7,十字型,0,y,10,10,120.21511399999999,22.987834,120.211482,22.988945
458,L04272,東門路一段(東榮街>東門圓環),I0426,I0427,325,2,0,0,7,十字型,0,y,10,10,120.211482,22.988945,120.21511399999999,22.987834
459,L04276,東門路一段(慶東路>東榮街),I0040,I0427,100,2,0,0,7,十字型,0,y,10,10,120.216195,22.987482,120.21511399999999,22.987834
460,L04282,民生路二段(臨安路一段>環河街),I0130,I0428,365,2,0,0,7,十字型,0,y,10,10,120.189348,22.997481,120.192902,22.996497
461,L04286,民生路二段(金華路三段>環河街),I0009,I0428,90,2,0,0,7,十字型,0,y,10,10,120.19396,22.996167,120.192902,22.996497
462,L04290,明興路(明興路681巷>喜樹路),I0832,I0429,230,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.18461699999999,22.95068
463,L31011,台19甲線(南60鄉道->中華街202巷),I3100,I3101,446,2,0,0,7,十字型,0,y,10,10,120.19953100000001,23.027327,120.20116599999999,23.028756
464,L31366,保安路一段(南160鄉道->台1線),I3388,I3136,1208,2,0,0,7,十字型,0,y,10,10,0.0,0.0,,
465,L04304,明興路(明興路681巷>明興路喜樹路151巷),I0832,I0430,205,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.181568,22.940786
466,L04526,永華路二段(永華8街口>國平路),I0756,I0452,95,2,0,0,7,十字型,0,y,10,10,120.17220800000001,22.990989000000003,120.171181,22.991108999999998
467,L04530,育平路(郡平路>永華路二段),I0239,I0453,230,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.16738400000001,22.991597
468,L04532,永華路二段(平豐路>育平路),I0316,I0453,310,2,0,0,7,十字型,0,y,10,10,120.164051,22.99183,120.16738400000001,22.991597
469,L04534,育平路(育平9街>永華路二段),I1042,I0453,425,2,0,0,7,十字型,0,y,10,10,120.16756699999999,22.995670999999998,120.16738400000001,22.991597
470,L04536,永華路二段(健康3街口>段育平路口),I0381,I0453,150,2,0,0,7,十字型,0,y,10,10,120.169001,22.991389,120.16738400000001,22.991597
471,L04542,健康路三段(健康二街>華平路),I0276,I0454,145,2,0,0,7,十字型,0,y,10,10,120.172405,22.983948,120.174051,22.9837
472,L04544,華平路(郡平路>健康路三段),I0814,I0454,480,2,0,0,7,十字型,0,y,10,10,120.17465200000001,22.988298999999998,120.174051,22.9837
473,L04546,健康路三段(文平路>華平路),I0474,I0454,315,2,0,0,7,十字型,0,y,10,10,120.17738899999999,22.983110999999997,120.174051,22.9837
474,L04550,華平路(建平十一街>慶平路),I0781,I0455,140,2,0,0,7,十字型,0,y,10,10,120.17568100000001,22.995394,120.17591399999999,22.996833
475,L04552,慶平路(健康三街>華平路),I0261,I0455,111,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.17591399999999,22.996833
476,L04554,華平路(建平17街>慶平路),I0218,I0455,35,2,0,0,7,十字型,0,y,10,10,120.17598400000001,22.997317000000002,120.17591399999999,22.996833
477,L04555,慶平路(文平路>華平路),I0585,I0455,315,2,0,0,7,十字型,0,y,10,10,120.179275,22.99704,120.17591399999999,22.996833
478,L04571,同安路(海佃路二段>大安街),I0314,I0457,270,2,0,0,7,十字型,0,y,10,10,120.18803500000001,23.0388,0.0,0.0
479,L04575,同安路(同安路262巷>大安路),I0109,I0457,195,2,0,0,7,十字型,0,y,10,10,120.19181200000001,23.041884,0.0,0.0
480,L04580,忠義路一段(健康路一段>五妃街),I0061,I0458,120,2,0,0,7,十字型,0,y,10,10,120.201753,22.981431,120.201779,22.982623
481,L04582,五妃街(永褔路一段>忠義路一段),I0298,I0458,150,2,0,0,7,十字型,0,y,10,10,120.20013300000001,22.982638,120.201779,22.982623
482,L04584,忠義路一段(南寧街>五妃街),I0550,I0458,250,2,0,0,7,十字型,0,y,10,10,120.201823,22.985086,120.201779,22.982623
483,L04586,五妃街(南門路>忠義路一段),I0102,I0458,190,2,0,0,7,十字型,0,y,10,10,120.203905,22.982623,120.201779,22.982623
484,L04593,長和路一段(慶和路一段>府安路一段),I0856,I0459,650,2,0,0,7,十字型,0,y,10,10,120.235274,23.055689,120.23856299999998,23.052407000000002
485,L04597,永安路(永安路165巷口>府安路一段),I1181,I0459,765,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.23856299999998,23.052407000000002
486,L04603,民權路四段(西賢6街>西賢5街),I0461,I0460,120,2,0,0,7,十字型,0,y,10,10,120.171398,23.000526,120.17266200000002,23.000087
487,L04607,民權路四段(華平路口>西賢5街),I0078,I0460,330,2,0,0,7,十字型,0,y,10,10,120.175955,22.999272,120.17266200000002,23.000087
488,L04613,民權路四段(安北路>西賢6街),I0100,I0461,815,2,0,0,7,十字型,0,y,10,10,120.16398600000001,23.002557999999997,120.171398,23.000526
489,L04617,民權路四段(西賢5街>西賢6街),I0460,I0461,120,2,0,0,7,十字型,0,y,10,10,120.17266200000002,23.000087,120.171398,23.000526
490,L04620,大同路二段(榮譽街>立德2街),I0129,I0462,120,2,0,0,7,十字型,0,y,10,10,120.21458799999999,22.973618,120.214312,22.974738000000002
491,L04624,大同路二段(大林路>立德2街),I0296,I0462,165,2,0,0,7,十字型,0,y,10,10,120.21396499999999,22.976281,120.214312,22.974738000000002
492,L04631,中華北路一段(文賢路>中華北路二段41巷),I0563,I0463,185,2,0,0,7,十字型,0,y,10,10,120.193224,23.018086,120.195232,23.018847
493,L04635,中華北路一段(海安路三段>中華北路二段41巷),I0606,I0463,430,2,0,0,7,十字型,0,y,10,10,120.199345,23.020319,120.195232,23.018847
494,L04642,長和路四段(長溪街三段>達安路),I0411,I0464,1635,2,0,0,7,十字型,0,y,10,10,120.19666299999999,23.067769000000002,0.0,0.0
495,L04646,長和路三段(北安路四段>達安路),I0412,I0464,155,2,0,0,7,十字型,0,y,10,10,120.214256,23.063747,0.0,0.0
496,L04656,公學路(安吉路>長溪街三段),I0587,I0465,390,2,0,0,7,十字型,0,y,10,10,120.19141699999999,23.068257,120.19547800000001,23.069031
497,L04657,長溪街三段(長和路四段>公學路一段),I0411,I0465,160,2,0,0,7,十字型,0,y,10,10,120.19666299999999,23.067769000000002,120.19547800000001,23.069031
498,L04681,臨安路二段(善路口>成功路),I0291,I0468,305,2,0,0,7,十字型,0,y,10,10,120.19202,23.000263,120.19471599999999,23.002007
499,L04685,臨安路二段(金華路四段>成功路),I0183,I0468,175,2,0,0,7,十字型,0,y,10,10,120.19663100000001,23.002701000000002,120.19471599999999,23.002007
500,L04690,西門路一段(樹林街二段>永華路一段),I0309,I0469,90,2,0,0,7,十字型,0,y,10,10,120.197562,22.986379,120.19756699999999,22.987423
501,L04692,永華路一段(文南路>西門路一段),I0595,I0469,105,2,0,0,7,十字型,0,y,10,10,120.19026000000001,22.988503,120.19756699999999,22.987423
502,L04694,西門路一段(和意路>永華路一段),I0367,I0469,105,2,0,0,7,十字型,0,y,10,10,120.197576,22.988553,120.19756699999999,22.987423
503,L04702,公園南路(西門路三段>長北街),I0207,I0470,100,2,0,0,7,十字型,0,y,10,10,120.203396,23.002567000000003,120.204578,23.002275
504,L04706,公園南路(忠義路三段>長北街),I0471,I0470,165,2,0,0,7,十字型,0,y,10,10,120.20626999999999,23.001797,120.204578,23.002275
505,L04710,忠義路三段(成功路>公園南路),I0347,I0471,360,2,0,0,7,十字型,0,y,10,10,120.204952,22.998459,120.20626999999999,23.001797
506,L04712,公園南路(長北街>忠義路三段),I0470,I0471,165,2,0,0,7,十字型,0,y,10,10,120.204578,23.002275,120.20626999999999,23.001797
507,L04716,公園南路(福德街>忠義路三段),I0258,I0471,100,2,0,0,7,十字型,0,y,10,10,120.20726299999998,23.00133,120.20626999999999,23.001797
508,L04720,公園路(北忠路>公園南路),I0403,I0472,105,2,0,0,7,十字型,0,y,10,10,120.208129,22.999867000000002,120.208786,23.001058999999998
509,L04722,公園南路(福德街>公園路),I0258,I0472,130,2,0,0,7,十字型,0,y,10,10,120.20726299999998,23.00133,120.208786,23.001058999999998
510,L04724,公園路(公園路321巷>公園南路),I0562,I0472,195,2,0,0,7,十字型,0,y,10,10,120.21092900000001,23.000483,120.208786,23.001058999999998
511,L04726,公園南路(西華街>公園路),I0242,I0472,330,2,0,0,7,十字型,0,y,10,10,120.21051899999999,23.004031,120.208786,23.001058999999998
512,L04730,崇明路(崇明國中前門>崇道路),I0880,I0473,185,2,0,0,7,十字型,0,y,10,10,120.225705,22.970256,120.22555,22.972143
513,L04733,崇明路(崇明14街>崇道路),I0691,I0473,90,2,0,0,7,十字型,0,y,10,10,120.22479799999999,22.972839,120.22555,22.972143
514,L04742,健康路三段(華平路>文平路),I0454,I0474,315,2,0,0,7,十字型,0,y,10,10,120.174051,22.9837,120.17738899999999,22.983110999999997
515,L04744,文平路(建平三街>健康路三段),I0052,I0474,260,2,0,0,7,十字型,0,y,10,10,120.17777,22.985682,120.17738899999999,22.983110999999997
516,L04746,健康路三段(文平路>建平路),I0263,I0474,365,2,0,0,7,十字型,0,y,10,10,120.18133200000001,22.982674,120.17738899999999,22.983110999999997
517,L04762,東門路三段(東門路三段262巷口>自由路),I0317,I0476,95,2,0,0,7,十字型,0,y,10,10,120.236061,22.976282,120.23748700000002,22.975893
518,L04962,府前路二段(環河街>金華路三段),I0171,I0496,80,2,0,0,7,十字型,0,y,10,10,120.19182099999999,22.99174,120.192838,22.991539000000003
519,L04964,金華路三段(尊王路>府前路二段),I0477,I0496,60,2,0,0,7,十字型,0,y,10,10,120.193013,22.992251,120.192838,22.991539000000003
520,L04966,府前路一段(大智街>金華路三段),I0230,I0496,45,2,0,0,7,十字型,0,y,10,10,120.19351599999999,22.991404,120.192838,22.991539000000003
